INSP_REQ_NO,INSP_CLASS_CD,INSP_REQ_DT,PLANT_CD,ITEM_CD,BP_CD,WC_CD,OPR_NO,POR_NO,POR_SEQ,PRODT_NO,LOT_NO,LOT_SIZE,SL_CD,INSP_REQMT_DT,INSP_SCHDL_DT,INSP_STATUS,UNIT_CD,RELEASE_DT
QR002363,R,2026-05-08 00:00:00,SA00,ES11100,1248667387,,,PO2604030081,4,,*,8.000000,A601,2026-05-08 00:00:00,,N,EA ,
QR002362,R,2026-05-08 00:00:00,SA00,ES11100,1248667387,,,PO2604200013,1,,*,10.000000,A700,2026-05-08 00:00:00,,R,EA ,2026-05-08 00:00:00
QR002361,R,2026-05-08 00:00:00,SA00,S5T3-2178000-01,2348802346,,,PO2604030088,2,,*,2.000000,A601,2026-05-08 00:00:00,,R,EA ,2026-05-08 00:00:00
QR002360,R,2026-05-08 00:00:00,SA00,6171-55000,2348802346,,,PO2604030088,1,,*,2.000000,A601,2026-05-08 00:00:00,,R,EA ,2026-05-08 00:00:00
QR002358,R,2026-05-07 00:00:00,SA00,EC08100,2298600847,,,PO2601220146,2,,*,11.000000,A503,2026-05-07 00:00:00,,R,EA ,2026-05-07 00:00:00
QR002354,R,2026-05-07 00:00:00,SA00,EC04400,2298600847,,,PO2604010053,1,,*,2.000000,A601,2026-05-07 00:00:00,,R,EA ,2026-05-07 00:00:00
QR002353,R,2026-05-07 00:00:00,SA00,EC04400,2298600847,,,PO2603270049,2,,*,2.000000,A601,2026-05-07 00:00:00,,R,EA ,2026-05-07 00:00:00
QR002351,R,2026-05-06 00:00:00,SA00,D303221,1348149488,,,PO2603120082,1,,*,2.000000,A601,2026-05-06 00:00:00,,R,EA ,2026-05-06 00:00:00
QR002350,R,2026-05-06 00:00:00,SA00,6110025-050260D,8528601272,,,PO2603180073,1,,*,6.000000,A700,2026-05-06 00:00:00,,R,EA ,2026-05-06 00:00:00
QR002349,R,2026-05-06 00:00:00,SA00,6110025-050260D,8528601272,,,PO2604030013,1,,*,2.000000,A601,2026-05-06 00:00:00,,R,EA ,2026-05-06 00:00:00
QR002348,R,2026-05-06 00:00:00,SA00,6110025-050260D,8528601272,,,PO2602270067,1,,*,1.000000,A601,2026-05-06 00:00:00,,R,EA ,2026-05-06 00:00:00
QR002347,R,2026-05-06 00:00:00,SA00,6110025-050260D,8528601272,,,PO2603040063,1,,*,1.000000,A601,2026-05-06 00:00:00,,R,EA ,2026-05-06 00:00:00
QR002346,R,2026-05-06 00:00:00,SA00,6110025-050260D,8528601272,,,PO2601120141,1,,*,11.000000,A601,2026-05-06 00:00:00,,R,EA ,2026-05-06 00:00:00
QR002298,R,2026-04-30 00:00:00,SA00,D323431,1348149488,,,PO2603120082,38,,*,2.000000,A601,2026-04-30 00:00:00,,R,EA ,2026-04-30 00:00:00
QR002297,R,2026-04-30 00:00:00,SA00,D8J3-3216000-00,1348149488,,,PO2603120082,5,,*,2.000000,A601,2026-04-30 00:00:00,,R,EA ,2026-04-30 00:00:00
QR002270,R,2026-04-30 00:00:00,SA00,D703342A,1348149488,,,PO2603030017,86,,*,1.000000,A601,2026-04-30 00:00:00,,R,EA ,2026-04-30 00:00:00
QR002269,R,2026-04-30 00:00:00,SA00,D703341A,1348149488,,,PO2603030017,85,,*,1.000000,A601,2026-04-30 00:00:00,,R,EA ,2026-04-30 00:00:00
QR002268,F,2026-04-30 00:00:00,SA00,Z5P1-MPFV000-00,,A1000,030,,,R26P150A860,860,1.000000,A100,2026-04-30 00:00:00,,R,UNT,2026-04-30 00:00:00
QR002267,F,2026-04-30 00:00:00,SA00,Z5P1-MPFV000-00,,A1000,030,,,R26P150A859,859,1.000000,A100,2026-04-30 00:00:00,,R,UNT,2026-04-30 00:00:00
QR002266,F,2026-04-30 00:00:00,SA00,E1Y1-0000000-00,,A2000,300,,,R25JD800EI337,337,1.000000,A100,2026-04-30 00:00:00,,R,UNT,2026-04-30 00:00:00
QR002265,F,2026-04-30 00:00:00,SA00,D120000,,A2000,040,,,R25JD1300E397,397,1.000000,A100,2026-04-30 00:00:00,,R,UNT,2026-04-30 00:00:00
QR002264,F,2026-04-30 00:00:00,SA00,D120000,,A2000,040,,,R25JD1300E396,396,1.000000,A100,2026-04-30 00:00:00,,R,UNT,2026-04-30 00:00:00
QR002263,F,2026-04-30 00:00:00,SA00,D120000,,A2000,040,,,R25JD1300E395,395,1.000000,A100,2026-04-30 00:00:00,,R,UNT,2026-04-30 00:00:00
QR002259,R,2026-04-29 00:00:00,SA00,D323431,1348149488,,,PO2603100014,73,,*,2.000000,A601,2026-04-29 00:00:00,,R,EA ,2026-04-29 00:00:00
QR002244,R,2026-04-29 00:00:00,SA00,T1D3-3401500-00,1348149488,,,PO2603120082,13,,*,2.000000,A601,2026-04-29 00:00:00,,R,EA ,2026-04-29 00:00:00
QR002161,R,2026-04-29 00:00:00,SA00,D703705,1348149488,,,PO2603030017,91,,*,1.000000,A601,2026-04-29 00:00:00,,R,EA ,2026-04-29 00:00:00
QR002160,R,2026-04-29 00:00:00,SA00,D701317,1348149488,,,PO2603030017,52,,*,2.000000,A601,2026-04-29 00:00:00,,R,EA ,2026-04-29 00:00:00
QR002159,F,2026-04-29 00:00:00,SA00,Z5P1-MPPV000-00,,A1000,290,,,A26P150A:860,860,1.000000,A100,2026-04-29 00:00:00,,R,UNT,2026-04-29 00:00:00
QR002158,F,2026-04-29 00:00:00,SA00,Z5P1-MPPV000-00,,A1000,290,,,A26P150A:859,859,1.000000,A100,2026-04-29 00:00:00,,R,UNT,2026-04-29 00:00:00
QR002157,F,2026-04-29 00:00:00,SA00,Z5P1-MPHV000-00,,A1000,220,,,A26P150A:858,858,1.000000,A100,2026-04-29 00:00:00,,R,UNT,2026-04-29 00:00:00
QR002156,F,2026-04-29 00:00:00,SA00,Z5P1-MPHV000-00,,A1000,220,,,A26P150A:857,857,1.000000,A100,2026-04-29 00:00:00,,R,UNT,2026-04-29 00:00:00
QR002155,F,2026-04-29 00:00:00,SA00,Z5P1-MPHV000-00,,A1000,220,,,A26P150A:856,856,1.000000,A100,2026-04-29 00:00:00,,R,UNT,2026-04-29 00:00:00
QR002154,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:087,87,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002153,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:086,86,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002152,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:085,85,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002151,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:084,84,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002150,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:083,83,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002149,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:082,82,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002148,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:081,81,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002147,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:080,80,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002146,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:079,79,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002145,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:078,78,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002144,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:077,77,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002143,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:076,76,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002142,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:075,75,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002141,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:074,74,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002140,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:073,73,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002139,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:072,72,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002138,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:071,71,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002137,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:070,70,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002136,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:069,69,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002135,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:068,68,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002134,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:067,67,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002133,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:066,66,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002132,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:065,65,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002131,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:064,64,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002130,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:063,63,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002129,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:062,62,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002128,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:061,61,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002127,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:060,60,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002126,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:059,59,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002125,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:058,58,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002124,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:057,57,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002123,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:056,56,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002122,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:055,55,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002121,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:054,54,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002120,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:053,53,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002119,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:052,52,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002118,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:051,51,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002117,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:050,50,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002116,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:049,49,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002115,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:048,48,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002114,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:047,47,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002113,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:046,46,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002112,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:045,45,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002111,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:044,44,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002110,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:043,43,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002109,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:042,42,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002108,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:041,41,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002107,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:040,40,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002106,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:039,39,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002105,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:038,38,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002104,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:037,37,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002103,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:036,36,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002102,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:035,35,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002101,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:034,34,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002100,F,2026-04-28 00:00:00,SA00,WC10000000,,A3000,290,,,A25SWC10M:033,33,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002098,R,2026-04-28 00:00:00,SA00,D8C1-2008000-06,1348149488,,,PO2604020055,15,,*,2.000000,A601,2026-04-28 00:00:00,,R,EA ,2026-04-28 00:00:00
QR002090,R,2026-04-28 00:00:00,SA00,D263305A,3128180264,,,PO2604210052,1,,*,1.000000,A700,2026-04-28 00:00:00,,R,EA ,2026-04-28 00:00:00
QR002089,F,2026-04-28 00:00:00,SA00,T1D1-0000000-00,,A2000,300,,,A25JD800I:392,392,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002088,F,2026-04-28 00:00:00,SA00,E1D1-0000000-00,,A2000,300,,,A25JD800EI:340,340,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002087,F,2026-04-28 00:00:00,SA00,E1D1-0000000-00,,A2000,300,,,A25JD800EI:339,339,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002086,F,2026-04-28 00:00:00,SA00,E1D1-0000000-00,,A2000,300,,,A25JD800EI:338,338,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002085,F,2026-04-28 00:00:00,SA00,E1D1-0000000-00,,A2000,300,,,A25JD800EI:337,337,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002084,F,2026-04-28 00:00:00,SA00,J8B1-0000000-00,,A2000,300,,,A25JD1300E:397,397,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002083,F,2026-04-28 00:00:00,SA00,J8B1-0000000-00,,A2000,300,,,A25JD1300E:396,396,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002082,F,2026-04-28 00:00:00,SA00,J8B1-0000000-00,,A2000,300,,,A25JD1300E:395,395,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002081,F,2026-04-28 00:00:00,SA00,D490000,,A2000,300,,,A25JD1050:086,86,1.000000,A100,2026-04-28 00:00:00,,N,UNT,
QR002080,F,2026-04-28 00:00:00,SA00,D490000,,A2000,300,,,A25JD1050:085,85,1.000000,A100,2026-04-28 00:00:00,,N,UNT,
QR002079,F,2026-04-28 00:00:00,SA00,J8B1-0000000-00,,A2000,300,,,A26JD1300E:400,400,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002078,F,2026-04-28 00:00:00,SA00,D490000,,A2000,300,,,R25JD1050084,84,1.000000,A100,2026-04-28 00:00:00,,R,UNT,2026-04-28 00:00:00
QR002027,R,2026-04-27 00:00:00,SA00,K025410D,1408131509,,,PO2601080100,43,,*,2.000000,A601,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002026,R,2026-04-27 00:00:00,SA00,K025254A,1408131509,,,PO2601080100,41,,*,4.000000,A601,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002021,R,2026-04-27 00:00:00,SA00,DF01610A,1348645361,,,PO2604070025,5,,*,10.000000,A700,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002020,R,2026-04-27 00:00:00,SA00,DF01510,1348645361,,,PO2603300018,5,,*,10.000000,A700,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002019,R,2026-04-27 00:00:00,SA00,DF00200,1348645361,,,PO2603160001,3,,*,10.000000,A700,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002018,R,2026-04-27 00:00:00,SA00,DF02910,1348645361,,,PO2603030131,2,,*,1.000000,A700,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002017,R,2026-04-27 00:00:00,SA00,DF02910,1348645361,,,PO2602230016,8,,*,1.000000,A700,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002016,R,2026-04-27 00:00:00,SA00,ES05200,2298600847,,,PO2604060102,1,,*,7.000000,A601,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002015,R,2026-04-27 00:00:00,SA00,EC08000,2298600847,,,PO2604030050,4,,*,6.000000,A601,2026-04-27 00:00:00,,R,EA ,2026-04-27 00:00:00
QR002014,R,2026-04-14 00:00:00,SA00,D323431,1348149488,,,PO2601090253,22,,*,1.000000,A700,2026-04-14 00:00:00,,R,EA ,2026-04-14 00:00:00
QR002011,R,2026-04-24 00:00:00,SA00,ES06800,9010100214,,,PO2601160138,1,,*,11.000000,A601,2026-04-24 00:00:00,,R,EA ,2026-04-24 00:00:00
QR002010,R,2026-04-24 00:00:00,SA00,ES06800,9010100214,,,PO2602050084,1,,*,9.000000,A601,2026-04-24 00:00:00,,R,EA ,2026-04-24 00:00:00
QR001934,R,2026-04-23 00:00:00,SA00,D8J3-3216000-00,1348149488,,,PO2603100014,9,,*,2.000000,A601,2026-04-23 00:00:00,,R,EA ,2026-04-23 00:00:00
