ITEM_CD,ITEM_NM,ITEM_GROUP_NM,SPEC,BASIC_UNIT,HS_CD
5101900-1016014,"CHECK POINT( M16*2 , PT1/4 )",SD-25,"(M16*2 , PT1/4), -, -",EA,
5110000-1220034,M/CONNECTOR ( BMC22-06R ),SD-25,"BMC22-06R, -, -",EA,
5201000-4114114,ADAPTER (PT1 1/4*PF1 1/4),SD-25,"PF1 1/4""(HOSE 5번)xPT 1 1/4"", S20C, -",EA,
5201000-4200200,ADAPTER ( PT2*PF2 ),SD-25,"PF2""(HOSE 5번)xPT2"", S20C, -",EA,
5201500-5200200,"90"" ADAPTER(PT2""*PF2"")",SD-25,"-, -, -",EA,
5201700-5200200,"90""HOSE UNION ADA""(PF 2""*PF 2"")",SD-25,"-, -, -",EA,
5203100-4381803,"M/F ADAP.B/PF3/8XPT1/8,O/R",SD-700,"PF3/8XPT1/8,O/R",EA,
5203105-1120014,M/F ADPTR.B(G-M12*P1.5*PT1/4),SD-25,"-, -, -",EA,
5206000-0490200,S/W MALE ADAPTER (SSD-16WR),SD-25,"SSD-16WR, -, -",EA,
5401000-1040012,HEX NIPPLE (SNA-04R),SD-25,"SNA-04R (PT 1/2""), -, -",EA,
5404000-100018A,"GREASE NIPPLE/PT1/8,A:STRAIT",SD-700,"PT 1/8, STS304, -",EA,
5404000-100018S,FITTING,SD-700,,EA,
5412000-1160200,"SPECIAL COUPLING (SSB-16WR)(육각,파이프타입)",SD-25,"SSB-16WR, -, -",EA,
5501200-1160200,HEX HEAD PLUG (SPB-16R),SD-25,", -, -",EA,
5601000-1060034,FULL COUPLING (SFC-06R),SD-25,"PT3/4""(SFC-06R), SM45C, -",EA,
5601000-1160200,FULL COUPLING (SFC-16R),SD-25,"PT2""(SFC-16R), SM45C, -",EA,
5601100-1020014,HALF COUPLING (SHC-02R),SD-25,"SHC-02R(PT1/4""), -, -",EA,
5601100-1040012,HALF COUPLING (SHC-04R),SD-25,", SHC-04R, -",EA,
5601100-1080100,HALF COUPLING (SHC-08R),SD-25,"PT 1"", SHC, -",EA,
5601100-1160200,HALF COUPLING (SHC-16R),SD-25,"SHC-16R PT 2"", -, -",EA,
5602200-1020014,SPECIAL COUPLING (SSC-02WR),SD-25,"SSC-02WR, -, -",EA,
5602200-1063650,"SPECIAL COUPLING (SSC-06WR,외경D36,L50)",SD-25,"(SSC-06WR,외경D36,L50), -, -",EA,
5602200-1080100,SPECIAL COUPLING (SSC-08WR),SD-25,"SSC-08WR (PT1""), -, -",EA,
5602200-1160200,"SPECIAL COUPLING (SSC-16WR)(원형,파이프타입)",SD-25,", -, -",EA,
5900001,SDQ MINI,SDQ06P,,EA,
6010030-0000169,"CAP(HDC16-9,HD10-9-1939P CAP)",SD-25,"HDC16-9,HD10-9-1939P, -, -",EA,
6010990-3422063,4900650-3422006로 대체,SD-700,,EA,
6110015-0068001,FUEL GAUGE/DWS-68.001-단종,SD-700,", -, -",EA,
6110015-3015234,GAUGE/WATER TEMP,SD-700,WATER TEMP,EA,
6110020-3437051,"RELAY/4RA003 437-051,HELLA",SD-700,", -, -",EA,
6110020-3520157,"RELAY/4RD003 520-157,HELLA,DC24V",SD-700,", -, -",EA,
6120060-000130B,"CIRCUIT BREAKER/BKL1-30,MCCB",SD-700,"BKL1-30,MCCB",EA,
6200020-0001150,LIMIT SWITCH ( XCM-A115 ),SD-25,"XCM-A115, -, -",EA,
6200075-0511107,TUMBLER S/W/511107+596710BULB,SD-700,", -, -",EA,
6200075-0511199,TUMBLER S/W/511199+596710BULB,SD-700,,EA,
6200080-4002022,"MONO/L/SW/ARN2-2222,10101010B",SD-700,", -, -",EA,
6200085-3913615,KEY S/W/3913615L,SD-700,3913615L,EA,
6200110-000010E,PRESSURE SWITCH,SD-700,,EA,
6200110-003007X,"PRESSURE S/W/XMJ-A3007,300BAR",SD-700,"XMJ-A3007,300BAR",EA,
6200110-201150S,"PRSSR.S/W,AIR/ISE2-01-15,SMC",SD-700,"ISE2-01-15,SMC",EA,
6200110-3056344,"LOW OIL PRESSURE S/W/3056344,3408607",SD-700,"3056344,3408607",EA,
6200110-7700620,"PRES.S/W,AIR CLNR/REX77-0062",SD-700,", -, -",EA,
6200110-8040020,"PRESSURE S/W/P/N804-20,G1/4",SD-700,"P/N804-20,G1/4",EA,
6200110-8045803,PRESSURE S/W/0180-45803 1-006~20BAR,SD-700,0180-45803 1-006,EA,
6200120-6284302,ISOLATOR S/W/P/N:6EK002843-002,SD-700,P/N:6EK002843-002,EA,
6209090-0243000,"TACHOMETER/DC24V,3000RPM",SD-700,"DC24V,3000RPM",EA,
6209090-3062864,"TEMP S/W/3062864,3408630,HIGH WATER",SD-700,"3062864,3408630,HIGH WATER",EA,
6209090-7178422,DATCON TACHOMETER/SD700用,SD-700,,EA,
6220010-3526001,RELAY SOCKET/8JA003 526-001,SD-700,", -, -",EA,
6300000-0240055,LAMP AS/DC24V/55W/고정식,SD-700,DC24V/55W,EA,
6400005-004000S,"THERMO S/W,AIR/44334,04000",SD-700,"44334,04000",EA,
6400005-0067001,"SENDER,FUEL/DWS-67.001,L=1080",SD-700,", 15B36CR, -",EA,
6400006-3015238,"SENSOR,WATER TEMP/3015238",SD-700,3015238,EA,
6400031-0000650,"ELEC,CONTROLLER",SD-700,,EA,
6400035-0000650,CONTROL BOARD,SD-700,,EA,
6400035-009507M,PULSE CONTROLLER/SD700/210X150X20,SD-700,210X150X20,EA,
6400035-3039524,MAGNETIC PICK-UP/SD700用,SD-700,,EA,
8203153,RATCHET SPANNER/12MM,SB151,12MM,EA,
8203307,SINGLE RING SPANNER/SB50/46MM/200108,SB50,46MM,EA,
8203309,SINGLE RING SPANNER/70MM,SB50,70MM,EA,
8210035-0003030,"수평계( 미세각,유압드릴 ) [단종,대체품개발필요]",SD-25,", -, -",EA,
8300000-0091151,FLUSHING HOUSING-B/D91151,SD-700,D91151,EA,8431.49-9000
8300000-0091152,FLUSHING SLEEVE-B/D91152,SD-700,D91152,EA,
8300000-0091168,SHANK GUIDE/D91168,SD-700,D91168,EA,
8300005-000088D,"GREASE PUMP AIR/CHP-88,20L",SD-700,"CHP-88,20L",EA,8431.49-9000
8300025-038075,BIT,SD-700,,EA,
8300025-045090D,"BIT/DT45BB-90,D90.BUTTON",SD-700,"DT45BB-90,D90,BUTTON",EA,
8300025-045100D,"BIT/DT45BB-100,D100,BUTTON",SD-700,"DT45BB-100,D100,BUTTON",EA,
8320005-038023S,"COUPLER,HI (MHM 23S,PT3/8)",SD-25,"(MHM 23S,PT3/8), -, -",EA,
8320005-0504535,RUB CUSION( D50*45*ID15*7*H35 ),SD-25,", -, -",EA,
9100005-0000RED,PAINT(애니탄 I 광림적색)소화기함 도색용,SD-25,"애니탄(광림적색 소화기함 도색용), -, -",PL,
9100010-00000G5,PAINT(애니탄 I 다크그레이),SD-25,"애니탄, -, -",PL,
9107005-604199L,"PAINT 내열 PAINT (QT604-1999,BLACK,600C,1L)",SD-25,"내열(QT604-1999 BLACK 600C 1L), -, -",EA,
9200001,절삭유/비수용성/ILOCUT 334A,SB60,,DR,
9200002,절삭유/수용성/ALMAREDGE 230K,SB60,,DR,
9200003,작동유/비수용성/HYSPIN ZZ 32,SB60,,DR,
9200004,작동유/비수용성/MAGNA SW 68,SB60,,DR,
9204019,절삭유/수용성/ALUSOL AZ,SB60,ALUSOL AZ,DR,
9220000-5967101,S/K&WEDGE BASE LAMP/5967101,SD-700,5967101,EA,
AW81100,D/PILOT CHEAK V/V( 상부 ),SD-25,", -, -",EA,
AW90100,"CHECK POINT(M16*2,PF1/4"")가스켓타입",SD-25,"(M16*2,PF1/4"")가스켓타입, -, -",EA,
AXLE-SD-25,AXLE-SD-25,SD-25,"-, -, -",EA,
B0000356,CAP/W450/L585/SB140/880X720X402,SB140,880X720X402,EA,8431.49-9000
B0000401,MOUNTING PLATE/SB10~43/SKID LOADER/시방,SB10,1169X272X508,EA,8431.49-9000
B0000456,ADJUSTER HEX NUT/SB60,SB60,"M12*P1.25*L20(10T, 2종), S45C, 흑색산화피막처리",EA,8431.49-9000
B0000457,VALVE ADJUSTER/SB60/M16XP1.5XL76.5,SB60,"Ø12*L71, SNCM630, 흑색산화피막처리",EA,
B0000459,CAP/W450/L550/SB81/784X620X409.8,SB100,784X620X409.8,EA,8431.49-9000
B0000479,BAR COVER PLATE/SB200/T4.5X895X70/SS400,SB200,T4.5X895X70,EA,
B0000499,AUTO LUBRICATION KIT/아원,SB100,,EA,
B0000516,STICKER-R/BI+MODEL/SB57/489X71/PVC,SB57,"1, 염화비닐, -",EA,
B0000517,STICKER-L/BI+MODEL/SB57/489X71/PVC,SB57,"1, 염화비닐, -",EA,
B0000518,STICKER-L/BI+MODEL/SB57/587X85/PVC,SB57,"1, 염화비닐, -",EA,
B0000519,STICKER-R/BI+MODEL/SB57/587X85/PVC,SB57,", 염화비닐, -",EA,
B0000520,STICKER-L/BI+MODEL/SB87/434X60/PVC,SB87,", 염화비닐, -",EA,
B0000521,STICKER-R/BI+MODEL/SB87/434X60/PVC,SB87,", 염화비닐, -",EA,
B0000522,STICKER-L/BI+MODEL/SB87/668X92/PVC,SB87,", 염화비닐, -",EA,
B0000523,STICKER-R/BI+MODEL/SB87/668X92/PVC,SB87,", 염화비닐, -",EA,
B0000524,STICKER-L/BI+MODEL/SB147/842X116/PVC,SB147,842X116,EA,
B0000525,STICKER-R/BI+MODEL/SB147/842X116/PVC,SB147,842X116,EA,
B0000526,STICKER-L/BI+MODEL/SB147/850X109/PVC,SB147,850X109,EA,
B0000527,STICKER-R/BI+MODEL/SB147/850X109/PVC,SB147,850X109,EA,
B0000528,STICKER-L/BI+MODEL/SB157/917X127/PVC,SB157,917X127,EA,
B0000529,STICKER-R/BI+MODEL/SB157/917X127/PVC,SB157,917X127,EA,
B0000530,STICKER-L/BI+MODEL/SB160/889X123/PVC,SB160,889X123,EA,
B0000531,STICKER-R/BI+MODEL/SB160/889X123/PVC,SB160,889X123,EA,
B0000532,STICKER-L/BI+MODEL/SB167/950X131/PVC,SB167,950X131,EA,
B0000533,STICKER-R/BI+MODEL/SB167/950X131/PVC,SB167,950X131,EA,
B0000546,FRAME-R/SB40/TOP일체/W220/L310/916X438X85,SB40,916X438X85,EA,8431.49-9000
B0000547,FRAME-L/SB40/TOP일체/W220/L310/916X438X85,SB40,916X438X85,EA,8431.49-9000
B0000548,SPEC PLATE/SB167/SIDE/100X67/SUS/국문,SB167,100X67,EA,
B0000549,SPEC PLATE/SB167/저SIDE/100X67/SUS/국문,SB167,100X67,EA,
B0000563,STICKER ASSY/SB81/TR-F/2017 INTERMAT,SB81,,EA,
B0000564,STICKER-R/BI/SB81/634X82/PVC,SB81,634X82,EA,
B0000565,STICKER-L/BI/SB81/635X82/PVC,SB81,635X82,EA,
B0000592,MOUNTING PLATE/SB10~43/SKID LOADER,SB35,1243X507X263,EA,8431.49-9000
B0000610,UPPER SEAL RETAINER/SQ181/250X250X75,SQ181,", SCM415, -",EA,8431.49-9000
B0000612,PTFE TUBE/SQ70/D34X40/TEFLON90+CARBON10%,SQ70,"34x40x34, PTFE + CARBON, -",EA,8431.49-9000
B0000614,PTFE TUBE/SQ180/D50X40/TEFLON90+CARBON10,SQ180,", PTFE+CARBON, -",EA,8431.49-9000
B0000615,PTFE TUBE/SQ80/D40X40/TEFLON90+CARBON10%,SQ80,"40x40x40, PTFE + CARBON, -",EA,8431.49-9000
B0000835,CYLINDER/SQ40/192X145X367/SCM420,SQ40,192X145X367,EA,8412.90-9000
B0000835-20,CYLINDER/SQ40/192X145X367/20MnCr5,SQ40,192X145X367,EA,8412.90-9000
B0000835-20HH,CYLINDER/SQ40/192X145X367/열처리,SQ40,192X145X367,EA,8412.90-9000
B0000835-20LL,CYLINDER/SQ40/192X145X367/선삭,SQ40,192X145X367,EA,8412.90-9000
B0000835HH,CYLINDER/SQ40/192X145X367/열처리/SCM420,SQ40,192X145X367,EA,8412.90-9000
B0000835LL,CYLINDER/SQ40/192X145X367/선삭/SCM420,SQ40,192X145X367,EA,8412.90-9000
B0000835-TEST,CYLINDER/SQ40/192X145X367/SCM420,SQ40,192X145X367,EA,8412.90-9000
B0000835Z,CYLINDER/SQ40/192X145X367/20CrMo,SQ40,192X145X367,EA,8412.90-9000
B0000835ZHH,CYLINDER/SQ40/192X145X367/열처리/20CrMo,SQ40,192X145X367,EA,8412.90-9000
B0000835ZLL,CYLINDER/SQ40/192X145X367/선삭/20CrMo,SQ40,192X145X367,EA,8412.90-9000
B0000835ZMM,CYLINDER/SQ40/면삭/20CrMo,SQ40,,EA,8412.90-9000
B0000838,"ADJUSTER,STROKE/SQ40/16X72X16/SCM440",SQ40,", SCM440, 흑색산화피막처리",EA,8431.49-9000
B0000842,FRONT HEAD/SQ40/156X145X398/SCM420,SQ40,", SCM420, -",EA,8431.49-9000
B0000842-20,FRONT HEAD/SQ40/156X145X398,SQ40,156X145X398,EA,8431.49-9000
B0000842-20HH,FRONT HEAD/SQ40/156X145X398/열처리,SQ40,156X145X398,EA,8431.49-9000
B0000842-20LL,FRONT HEAD/SQ40/156X145X398/선삭,SQ40,156X145X398,EA,8431.49-9000
B0000842C,FRONT HEAD/SQ40/156X145X398/SCM420,SQ40,156X145X398,EA,8431.49-9000
B0000842HH,FRONT HEAD/SQ40/156X145X398/열처리,SQ40,156X145X398,EA,8431.49-9000
B0000842HHC,FRONT HEAD/SQ40/156X145X398/열처리,SQ40,156X145X398,EA,8431.49-9000
B0000842LL,FRONT HEAD/SQ40/156X145X398/선삭/SCM420,SQ40,156X145X398,EA,8431.49-9000
B0000842LLC,FRONT HEAD/SQ40/156X145X398/선삭/SCM420,SQ40,156X145X398,EA,8431.49-9000
B0000842-TEST,FRONT HEAD/SQ40/156X145X398/SCM420,SQ40,156X145X398,EA,8431.49-9000
B0000842Z,FRONT HEAD/SQ40/156X145X398/20CrMo,SQ40,156X145X398,EA,8431.49-9000
B0000842ZHH,FRONT HEAD/SQ40/156X145X398/열처리,SQ40,156X145X398,EA,8431.49-9000
B0000842ZLL,FRONT HEAD/SQ40/156X145X398/선삭/20CrMo,SQ40,156X145X398,EA,8431.49-9000
B0000842ZMM,FRONT HEAD/SQ40/면삭/20CrMo,SQ40,,EA,8431.49-9000
B0000894,MAIN BODY/SQ40,SQ40,", -, -",EA,8431.49-1000
B0000894-S,MAIN BODY/SUB ASSY/SQ40,SQ40,235X155X874,EA,
B0000894-S-TEST,MAIN BODY/SUB ASSY/SQ40,SQ40,235X155X874,EA,
B0000894-TEST,MAIN BODY/SQ40,SQ40,235X155X921,EA,8431.49-1000
B0000894Z,MAIN BODY/SQ40,SQ40,235X155X921,EA,8431.49-1000
B0000894Z-S,MAIN BODY/SUB ASSY/SQ40,SQ40,235X155X874,EA,
B0000901,FRONT HEAD/SQ20/118X104X296/SCM420,SQ20,", SCM420, -",EA,8431.49-9000
B0000901HH,FRONT HEAD/SQ20/118X104X296/열처리,SQ20,118X104X296,EA,8431.49-9000
B0000901LL,FRONT HEAD/SQ20/118X104X296/선삭/SCM420,SQ20,118X104X296,EA,8431.49-9000
B0000905,FRONT HEAD/SQ35/144X144X361/SCM420,SQ35,", SCM420, -",EA,8431.49-9000
B0000905HH,FRONT HEAD/SQ35/144X144X361/열처리,SQ35,144X144X361,EA,8431.49-9000
B0000905LL,FRONT HEAD/SQ35/144X144X361/선삭/SCM420,SQ35,144X144X361,EA,8431.49-9000
B0000911,CYLINDER/SQ20/146X104X324/SCM420,SQ20,146X104X324,EA,8412.90-9000
B0000911HH,CYLINDER/SQ20/146X104X324/열처리/SCM420,SQ20,146X104X324,EA,8412.90-9000
B0000911LL,CYLINDER/SQ20/146X104X324/선삭/SCM420,SQ20,146X104X324,EA,8412.90-9000
B0000929,MAIN BODY/SQ35,SQ35,", -, -",EA,8431.49-1000
B0000929-S,MAIN BODY/SUB ASSY/SQ35,SQ35,223X144X835,EA,
B0000954,CYLINDER/SQ35/180X132X363/SCM420,SQ35,", SCM420, -",EA,8412.90-9000
B0000954HH,CYLINDER/SQ35/180X132X363/열처리/SCM420,SQ35,180X132X363,EA,8412.90-9000
B0000954LL,CYLINDER/SQ35/180X132X363/선삭/SCM420,SQ35,180X132X363,EA,8412.90-9000
B0000977,STICKER/기종/SB10/PVC,SB10,52X12,EA,
B0000978,STICKER/기종/SB20/PVC,SB20,"81x25, PVC, -",EA,
B0000979,STICKER/기종/SB30/PVC,SB30,"101x31, PVC, -",EA,
B0000980,STICKER/기종/SB35/PVC,SB35,"103x31, PVC, -",EA,
B0000981,STICKER/기종명/SB40II/101X31/PVC,SB40,101X31,EA,
